store_id,sku,on_hand,in_transit,reorder_point,safety_stock
store_004,P0144,34,0,10,6
store_005,P0144,150,0,45,30
store_006,P0144,61,0,18,12
store_008,P0144,49,0,14,9
store_009,P0144,137,0,41,27
store_010,P0144,30,0,9,6
store_011,P0144,143,48,42,28
store_012,P0144,35,0,10,7
store_016,P0144,65,0,19,13
store_017,P0144,83,46,24,16
store_019,P0144,15,0,4,3
store_020,P0144,47,49,14,9
store_021,P0144,106,25,31,21
store_022,P0144,14,26,4,2
store_024,P0144,47,0,14,9
store_026,P0144,152,0,45,30
store_031,P0144,30,0,9,6
store_035,P0144,48,0,14,9
store_036,P0144,70,0,21,14
store_038,P0144,161,0,48,32
store_039,P0144,6,26,1,1
store_040,P0144,67,0,20,13
store_041,P0144,15,29,4,3
store_043,P0144,22,0,6,4
store_044,P0144,73,16,21,14
store_045,P0144,56,5,16,11
store_046,P0144,106,0,31,21
store_047,P0144,17,0,5,3
store_048,P0144,11,15,3,2
store_049,P0144,110,0,33,22
store_050,P0144,129,0,38,25
store_003,P0145,31,0,9,6
store_004,P0145,52,8,15,10
store_005,P0145,51,47,15,10
store_006,P0145,156,1,46,31
store_007,P0145,65,0,19,13
store_008,P0145,63,0,18,12
store_009,P0145,61,0,18,12
store_013,P0145,156,0,46,31
store_016,P0145,170,0,51,34
store_017,P0145,28,0,8,5
store_022,P0145,3,0,0,0
store_023,P0145,59,0,17,11
store_024,P0145,6,39,1,1
store_025,P0145,76,0,22,15
store_026,P0145,117,0,35,23
store_027,P0145,131,0,39,26
store_029,P0145,61,6,18,12
store_030,P0145,162,12,48,32
store_031,P0145,112,0,33,22
store_032,P0145,23,0,6,4
store_034,P0145,62,0,18,12
store_036,P0145,46,0,13,9
store_037,P0145,72,0,21,14
store_038,P0145,126,42,37,25
store_041,P0145,157,0,47,31
store_042,P0145,125,0,37,25
store_043,P0145,34,0,10,6
store_044,P0145,57,0,17,11
store_045,P0145,174,11,52,34
store_046,P0145,20,0,6,4
store_048,P0145,109,0,32,21
store_049,P0145,9,0,2,1
store_050,P0145,38,0,11,7
store_001,P0146,46,0,13,9
store_002,P0146,121,0,36,24
store_003,P0146,120,35,36,24
store_004,P0146,123,15,36,24
store_005,P0146,34,0,10,6
store_006,P0146,163,31,48,32
store_008,P0146,145,30,43,29
store_009,P0146,135,0,40,27
store_011,P0146,64,0,19,12
store_013,P0146,38,0,11,7
store_014,P0146,132,0,39,26
store_016,P0146,114,0,34,22
store_019,P0146,37,0,11,7
store_021,P0146,193,2,57,38
store_022,P0146,159,0,47,31
store_025,P0146,111,0,33,22
store_026,P0146,296,0,88,59
store_027,P0146,20,0,6,4
store_029,P0146,195,0,58,39
store_030,P0146,78,0,23,15
store_031,P0146,69,0,20,13
store_032,P0146,34,0,10,6
store_034,P0146,100,0,30,20
store_035,P0146,118,0,35,23
store_036,P0146,100,35,30,20
store_037,P0146,159,0,47,31
store_038,P0146,122,28,36,24
store_039,P0146,151,0,45,30
store_041,P0146,122,18,36,24
store_042,P0146,21,35,6,4
store_045,P0146,82,0,24,16
store_046,P0146,81,0,24,16
store_047,P0146,6,0,1,1
store_049,P0146,135,29,40,27
store_050,P0146,267,0,80,53
store_001,P0147,44,0,13,8
store_003,P0147,14,0,4,2
store_005,P0147,121,0,36,24
store_006,P0147,108,0,32,21
store_007,P0147,87,0,26,17
store_008,P0147,95,0,28,19
store_010,P0147,119,0,35,23
store_011,P0147,91,0,27,18
store_014,P0147,15,0,4,3
store_015,P0147,121,0,36,24
store_016,P0147,122,0,36,24
store_018,P0147,80,0,24,16
store_019,P0147,78,19,23,15
store_020,P0147,60,0,18,12
store_021,P0147,78,37,23,15
store_023,P0147,76,49,22,15
store_025,P0147,40,0,12,8
store_026,P0147,31,36,9,6
store_027,P0147,120,0,36,24
store_028,P0147,149,0,44,29
store_030,P0147,21,0,6,4
store_032,P0147,53,35,15,10
store_034,P0147,63,50,18,12
store_036,P0147,38,0,11,7
store_037,P0147,113,50,33,22
store_038,P0147,51,39,15,10
store_040,P0147,33,5,9,6
store_041,P0147,25,0,7,5
store_042,P0147,23,0,6,4
store_043,P0147,174,0,52,34
store_045,P0147,57,0,17,11
store_046,P0147,252,8,75,50
store_047,P0147,147,0,44,29
store_050,P0147,69,0,20,13
store_001,P0148,45,0,13,9
store_002,P0148,70,6,21,14
store_003,P0148,52,0,15,10
store_005,P0148,60,37,18,12
store_007,P0148,49,0,14,9
store_009,P0148,246,0,73,49
store_010,P0148,55,0,16,11
store_013,P0148,60,25,18,12
store_014,P0148,4,0,1,0
store_015,P0148,109,39,32,21
store_016,P0148,79,0,23,15
store_017,P0148,100,0,30,20
store_019,P0148,39,0,11,7
store_021,P0148,48,0,14,9
store_022,P0148,95,0,28,19
store_023,P0148,81,0,24,16
store_024,P0148,16,0,4,3
store_025,P0148,29,31,8,5
store_026,P0148,149,0,44,29
store_027,P0148,94,0,28,18
store_028,P0148,40,3,12,8
store_029,P0148,154,0,46,30
store_030,P0148,100,0,30,20
store_031,P0148,11,45,3,2
store_032,P0148,45,0,13,9
store_033,P0148,96,0,28,19
store_034,P0148,37,0,11,7
store_035,P0148,65,0,19,13
store_036,P0148,43,0,12,8
store_037,P0148,130,0,39,26
store_039,P0148,18,0,5,3
store_041,P0148,150,0,45,30
store_043,P0148,127,0,38,25
store_044,P0148,102,0,30,20
store_045,P0148,75,0,22,15
store_046,P0148,112,32,33,22
store_047,P0148,54,0,16,10
store_048,P0148,56,0,16,11
store_050,P0148,91,0,27,18
store_001,P0149,35,0,10,7
store_002,P0149,73,0,21,14
store_003,P0149,60,0,18,12
store_004,P0149,20,4,6,4
store_005,P0149,12,10,3,2
store_006,P0149,41,0,12,8
store_007,P0149,56,0,16,11
store_008,P0149,46,0,13,9
store_009,P0149,15,0,4,3
store_012,P0149,72,0,21,14
store_013,P0149,114,0,34,22
store_014,P0149,38,0,11,7
store_016,P0149,60,0,18,12
store_018,P0149,14,0,4,2
store_020,P0149,8,23,2,1
store_021,P0149,27,30,8,5
store_025,P0149,133,0,39,26
store_026,P0149,95,11,28,19
store_027,P0149,42,46,12,8
store_028,P0149,17,0,5,3
store_029,P0149,109,0,32,21
store_030,P0149,316,34,94,63
store_032,P0149,31,26,9,6
store_034,P0149,137,0,41,27
store_035,P0149,163,0,48,32
store_037,P0149,122,0,36,24
store_038,P0149,26,0,7,5
store_039,P0149,80,0,24,16
store_040,P0149,69,0,20,13
store_041,P0149,198,0,59,39
store_043,P0149,62,0,18,12
store_044,P0149,76,0,22,15
store_045,P0149,50,0,15,10
store_047,P0149,89,0,26,17
store_048,P0149,35,15,10,7
store_049,P0149,59,0,17,11
store_050,P0149,35,0,10,7
store_001,P0150,40,0,12,8
store_004,P0150,3,0,0,0
store_005,P0150,17,32,5,3
store_006,P0150,90,0,27,18
store_007,P0150,16,30,4,3
store_008,P0150,168,0,50,33
store_012,P0150,20,0,6,4
store_013,P0150,103,0,30,20
store_014,P0150,84,0,25,16
store_017,P0150,53,0,15,10
store_019,P0150,18,0,5,3
store_021,P0150,17,0,5,3
store_022,P0150,72,9,21,14
store_024,P0150,20,0,6,4
store_025,P0150,41,0,12,8
store_026,P0150,149,27,44,29
store_027,P0150,166,0,49,33
store_029,P0150,12,34,3,2
store_030,P0150,42,0,12,8
store_031,P0150,43,0,12,8
store_032,P0150,4,0,1,0
store_035,P0150,106,2,31,21
store_038,P0150,43,0,12,8
store_039,P0150,74,0,22,14
store_041,P0150,27,0,8,5
store_042,P0150,5,45,1,1
store_043,P0150,142,30,42,28
store_044,P0150,55,0,16,11
store_045,P0150,153,47,45,30
store_046,P0150,34,33,10,6
store_047,P0150,98,14,29,19
store_048,P0150,32,27,9,6
store_049,P0150,145,35,43,29
store_050,P0150,188,0,56,37
store_001,P0151,145,0,43,29
store_004,P0151,13,0,3,2
store_005,P0151,45,6,13,9
store_006,P0151,49,31,14,9
store_007,P0151,30,0,9,6
store_009,P0151,326,0,97,65
store_010,P0151,13,0,3,2
store_011,P0151,66,0,19,13
store_012,P0151,83,0,24,16
store_014,P0151,19,40,5,3
store_016,P0151,230,0,69,46
store_020,P0151,101,0,30,20
store_021,P0151,4,0,1,0
store_022,P0151,9,0,2,1
store_023,P0151,71,0,21,14
store_024,P0151,79,36,23,15
store_025,P0151,32,0,9,6
store_026,P0151,47,0,14,9
store_027,P0151,167,0,50,33
store_028,P0151,171,0,51,34
store_030,P0151,119,0,35,23
store_031,P0151,51,0,15,10
store_033,P0151,112,0,33,22
store_034,P0151,46,0,13,9
store_035,P0151,120,35,36,24
store_036,P0151,150,0,45,30
store_038,P0151,41,24,12,8
store_041,P0151,220,0,66,44
store_042,P0151,56,0,16,11
store_044,P0151,79,0,23,15
store_046,P0151,141,0,42,28
store_048,P0151,136,0,40,27
store_049,P0151,46,0,13,9
store_050,P0151,28,22,8,5
store_001,P0152,95,24,28,19
store_002,P0152,18,0,5,3
store_003,P0152,12,0,3,2
store_004,P0152,29,0,8,5
store_005,P0152,24,0,7,4
store_006,P0152,55,0,16,11
store_008,P0152,43,18,12,8
store_009,P0152,79,1,23,15
store_010,P0152,89,9,26,17
store_012,P0152,31,0,9,6
store_013,P0152,54,0,16,10
store_015,P0152,91,11,27,18
store_016,P0152,196,26,58,39
store_017,P0152,4,10,1,0
store_020,P0152,86,2,25,17
store_021,P0152,80,0,24,16
store_022,P0152,37,0,11,7
store_023,P0152,61,0,18,12
store_024,P0152,128,0,38,25
store_025,P0152,92,0,27,18
store_026,P0152,119,2,35,23
store_027,P0152,47,0,14,9
store_028,P0152,116,3,34,23
store_029,P0152,75,0,22,15
store_030,P0152,179,20,53,35
store_031,P0152,50,34,15,10
store_032,P0152,113,0,33,22
store_033,P0152,58,0,17,11
store_035,P0152,22,0,6,4
store_036,P0152,8,2,2,1
store_037,P0152,56,0,16,11
store_038,P0152,34,16,10,6
store_039,P0152,100,38,30,20
store_040,P0152,70,0,21,14
store_041,P0152,209,0,62,41
store_042,P0152,88,0,26,17
store_044,P0152,44,12,13,8
store_045,P0152,63,30,18,12
store_046,P0152,129,0,38,25
store_047,P0152,33,0,9,6
store_049,P0152,14,0,4,2
store_050,P0152,150,0,45,30
store_001,P0153,92,0,27,18
store_002,P0153,86,0,25,17
store_003,P0153,60,9,18,12
store_006,P0153,27,0,8,5
store_007,P0153,63,0,18,12
store_008,P0153,68,37,20,13
store_009,P0153,30,0,9,6
store_011,P0153,51,35,15,10
store_013,P0153,166,7,49,33
store_014,P0153,67,0,20,13
store_015,P0153,54,34,16,10
store_016,P0153,241,0,72,48
store_017,P0153,148,0,44,29
store_018,P0153,32,0,9,6
store_019,P0153,28,0,8,5
store_020,P0153,10,0,3,2
store_021,P0153,131,0,39,26
store_022,P0153,12,0,3,2
store_025,P0153,106,0,31,21
store_026,P0153,157,38,47,31
store_029,P0153,31,0,9,6
store_030,P0153,82,0,24,16
store_031,P0153,31,0,9,6
store_032,P0153,129,42,38,25
store_033,P0153,68,43,20,13
store_035,P0153,52,11,15,10
store_036,P0153,11,0,3,2
store_037,P0153,100,0,30,20
store_038,P0153,13,0,3,2
store_039,P0153,9,0,2,1
store_041,P0153,289,0,86,57
store_042,P0153,19,0,5,3
store_043,P0153,57,0,17,11
store_045,P0153,86,0,25,17
store_046,P0153,42,0,12,8
store_048,P0153,74,2,22,14
store_049,P0153,7,0,2,1
store_050,P0153,179,0,53,35
store_002,P0154,26,0,7,5
store_003,P0154,30,0,9,6
store_007,P0154,117,0,35,23
store_009,P0154,96,0,28,19
store_010,P0154,51,48,15,10
store_011,P0154,37,50,11,7
store_013,P0154,48,0,14,9
store_016,P0154,268,0,80,53
store_017,P0154,48,0,14,9
store_021,P0154,100,0,30,20
store_023,P0154,57,0,17,11
store_025,P0154,183,0,54,36
store_026,P0154,207,0,62,41
store_027,P0154,109,0,32,21
store_029,P0154,14,15,4,2
store_030,P0154,33,0,9,6
store_031,P0154,7,0,2,1
store_034,P0154,36,0,10,7
store_035,P0154,110,0,33,22
store_037,P0154,188,0,56,37
store_038,P0154,17,0,5,3
store_039,P0154,39,0,11,7
store_041,P0154,127,0,38,25
store_043,P0154,138,0,41,27
store_044,P0154,106,0,31,21
store_046,P0154,81,0,24,16
store_050,P0154,67,0,20,13
store_003,P0155,155,0,46,31
store_005,P0155,87,4,26,17
store_007,P0155,112,0,33,22
store_008,P0155,196,5,58,39
store_009,P0155,41,0,12,8
store_010,P0155,22,0,6,4
store_011,P0155,16,37,4,3
store_013,P0155,165,0,49,33
store_014,P0155,172,0,51,34
store_015,P0155,5,0,1,1
store_016,P0155,149,0,44,29
store_017,P0155,178,0,53,35
store_018,P0155,138,0,41,27
store_020,P0155,87,0,26,17
store_021,P0155,220,0,66,44
store_023,P0155,58,49,17,11
store_024,P0155,132,37,39,26
store_026,P0155,53,35,15,10
store_029,P0155,55,0,16,11
store_035,P0155,149,0,44,29
store_037,P0155,135,0,40,27
store_038,P0155,95,0,28,19
store_039,P0155,24,0,7,4
store_041,P0155,79,8,23,15
store_042,P0155,71,44,21,14
store_043,P0155,125,21,37,25
store_044,P0155,75,0,22,15
store_045,P0155,150,20,45,30
store_046,P0155,67,0,20,13
store_047,P0155,148,0,44,29
store_048,P0155,83,0,24,16
store_049,P0155,9,1,2,1
store_050,P0155,241,23,72,48
store_001,P0156,18,0,5,3
store_002,P0156,35,0,10,7
store_003,P0156,10,34,3,2
store_004,P0156,55,0,16,11
store_005,P0156,26,0,7,5
store_007,P0156,34,0,10,6
store_008,P0156,35,0,10,7
store_009,P0156,10,0,3,2
store_010,P0156,14,0,4,2
store_014,P0156,9,0,2,1
store_015,P0156,33,0,9,6
store_016,P0156,177,47,53,35
store_019,P0156,147,0,44,29
store_020,P0156,52,0,15,10
store_022,P0156,60,0,18,12
store_023,P0156,139,0,41,27
store_024,P0156,79,0,23,15
store_026,P0156,39,0,11,7
store_029,P0156,15,0,4,3
store_030,P0156,132,0,39,26
store_031,P0156,188,35,56,37
store_032,P0156,104,0,31,20
store_033,P0156,15,33,4,3
store_035,P0156,60,0,18,12
store_038,P0156,139,0,41,27
store_040,P0156,39,0,11,7
store_041,P0156,121,0,36,24
store_043,P0156,93,7,27,18
store_045,P0156,39,21,11,7
store_047,P0156,68,0,20,13
store_048,P0156,40,0,12,8
store_049,P0156,26,0,7,5
store_050,P0156,22,0,6,4
store_001,P0157,76,9,22,15
store_002,P0157,33,0,9,6
store_005,P0157,22,15,6,4
store_006,P0157,199,0,59,39
store_007,P0157,104,36,31,20
store_009,P0157,69,0,20,13
store_015,P0157,23,0,6,4
store_016,P0157,100,0,30,20
store_018,P0157,95,0,28,19
store_020,P0157,250,0,75,50
store_022,P0157,165,0,49,33
store_023,P0157,19,0,5,3
store_024,P0157,158,0,47,31
store_026,P0157,50,0,15,10
store_027,P0157,126,0,37,25
store_030,P0157,68,0,20,13
store_031,P0157,262,0,78,52
store_032,P0157,162,0,48,32
store_034,P0157,228,0,68,45
store_036,P0157,82,0,24,16
store_037,P0157,101,0,30,20
store_038,P0157,126,45,37,25
store_041,P0157,78,43,23,15
store_045,P0157,32,0,9,6
store_046,P0157,166,0,49,33
store_047,P0157,54,0,16,10
store_048,P0157,184,0,55,36
store_050,P0157,195,24,58,39
store_001,P0158,105,0,31,21
store_003,P0158,33,0,9,6
store_005,P0158,3,0,0,0
store_006,P0158,22,0,6,4
store_007,P0158,103,0,30,20
store_008,P0158,46,38,13,9
store_009,P0158,15,26,4,3
store_011,P0158,35,0,10,7
store_013,P0158,139,48,41,27
store_014,P0158,38,0,11,7
store_016,P0158,126,35,37,25
store_017,P0158,55,0,16,11
store_019,P0158,22,33,6,4
store_020,P0158,106,3,31,21
store_021,P0158,45,0,13,9
store_022,P0158,155,16,46,31
store_025,P0158,15,13,4,3
store_026,P0158,103,0,30,20
store_027,P0158,102,0,30,20
store_029,P0158,59,10,17,11
store_030,P0158,173,44,51,34
store_031,P0158,165,0,49,33
store_035,P0158,26,0,7,5
store_036,P0158,82,0,24,16
store_038,P0158,68,0,20,13
store_040,P0158,45,14,13,9
store_041,P0158,138,0,41,27
store_042,P0158,80,0,24,16
store_044,P0158,77,0,23,15
store_046,P0158,41,0,12,8
store_047,P0158,101,0,30,20
store_048,P0158,67,19,20,13
store_049,P0158,26,0,7,5
store_050,P0158,130,0,39,26
store_002,P0159,55,0,16,11
store_003,P0159,119,0,35,23
store_005,P0159,29,0,8,5
store_006,P0159,49,15,14,9
store_007,P0159,64,0,19,12
store_008,P0159,25,0,7,5
store_009,P0159,34,0,10,6
store_011,P0159,55,0,16,11
store_013,P0159,56,0,16,11
store_014,P0159,212,0,63,42
store_015,P0159,194,0,58,38
store_016,P0159,165,0,49,33
store_017,P0159,27,2,8,5
store_018,P0159,71,0,21,14
store_020,P0159,68,7,20,13
store_022,P0159,17,0,5,3
store_029,P0159,47,9,14,9
store_030,P0159,264,0,79,52
store_031,P0159,164,0,49,32
store_032,P0159,46,0,13,9
store_033,P0159,66,0,19,13
store_034,P0159,10,0,3,2
store_035,P0159,77,0,23,15
store_036,P0159,11,0,3,2
store_037,P0159,31,0,9,6
store_038,P0159,79,0,23,15
store_039,P0159,67,16,20,13
store_041,P0159,97,0,29,19
store_042,P0159,14,0,4,2
store_043,P0159,191,44,57,38
store_044,P0159,160,0,48,32
store_045,P0159,164,0,49,32
store_046,P0159,26,48,7,5
store_048,P0159,102,0,30,20
store_050,P0159,272,32,81,54
store_002,P0160,82,35,24,16
store_003,P0160,102,33,30,20
store_005,P0160,198,0,59,39
store_009,P0160,120,0,36,24
store_010,P0160,48,0,14,9
store_011,P0160,99,0,29,19
store_013,P0160,132,0,39,26
store_014,P0160,156,0,46,31
store_015,P0160,22,0,6,4
store_016,P0160,44,0,13,8
store_018,P0160,33,29,9,6
store_020,P0160,91,0,27,18
store_021,P0160,87,45,26,17
store_022,P0160,121,0,36,24
store_023,P0160,92,4,27,18
store_024,P0160,33,0,9,6
store_025,P0160,123,0,36,24
store_026,P0160,101,12,30,20
store_027,P0160,114,27,34,22
store_031,P0160,34,0,10,6
store_032,P0160,78,0,23,15
store_035,P0160,47,0,14,9
store_039,P0160,48,0,14,9
store_040,P0160,51,0,15,10
store_041,P0160,201,13,60,40
store_042,P0160,96,0,28,19
store_043,P0160,74,0,22,14
store_045,P0160,92,0,27,18
store_046,P0160,260,0,78,52
store_050,P0160,92,0,27,18
store_001,P0161,21,0,6,4
store_002,P0161,132,18,39,26
store_003,P0161,36,0,10,7
store_004,P0161,28,0,8,5
store_006,P0161,46,0,13,9
store_007,P0161,8,5,2,1
store_008,P0161,57,0,17,11
store_009,P0161,167,0,50,33
store_010,P0161,9,40,2,1
store_011,P0161,49,0,14,9
store_012,P0161,100,0,30,20
store_014,P0161,39,45,11,7
store_015,P0161,112,38,33,22
store_016,P0161,69,0,20,13
store_017,P0161,44,0,13,8
store_020,P0161,55,0,16,11
store_021,P0161,68,42,20,13
store_022,P0161,94,0,28,18
store_024,P0161,159,0,47,31
store_026,P0161,315,0,94,63
store_027,P0161,54,0,16,10
store_028,P0161,9,19,2,1
store_029,P0161,17,0,5,3
store_030,P0161,63,22,18,12
store_033,P0161,71,0,21,14
store_034,P0161,45,0,13,9
store_036,P0161,139,0,41,27
store_037,P0161,89,0,26,17
store_038,P0161,85,0,25,17
store_040,P0161,27,0,8,5
store_041,P0161,230,20,69,46
store_042,P0161,68,0,20,13
store_043,P0161,52,28,15,10
store_044,P0161,48,0,14,9
store_045,P0161,65,0,19,13
store_046,P0161,56,32,16,11
store_047,P0161,146,35,43,29
store_048,P0161,71,0,21,14
store_049,P0161,64,0,19,12
store_050,P0161,93,40,27,18
store_001,P0162,13,42,3,2
store_003,P0162,17,28,5,3
store_007,P0162,29,0,8,5
store_008,P0162,16,0,4,3
store_009,P0162,78,47,23,15
store_010,P0162,29,0,8,5
store_011,P0162,33,28,9,6
store_013,P0162,137,0,41,27
store_014,P0162,23,0,6,4
store_016,P0162,83,0,24,16
store_021,P0162,17,0,5,3
store_022,P0162,123,27,36,24
store_023,P0162,50,14,15,10
store_025,P0162,4,0,1,0
store_026,P0162,83,0,24,16
store_028,P0162,22,0,6,4
store_030,P0162,32,0,9,6
store_031,P0162,84,43,25,16
store_032,P0162,73,0,21,14
store_033,P0162,19,41,5,3
store_035,P0162,14,42,4,2
store_037,P0162,140,26,42,28
store_038,P0162,82,0,24,16
store_039,P0162,104,0,31,20
store_040,P0162,58,0,17,11
store_041,P0162,220,0,66,44
store_042,P0162,19,0,5,3
store_043,P0162,106,42,31,21
store_045,P0162,19,16,5,3
store_046,P0162,48,0,14,9
store_048,P0162,55,0,16,11
store_049,P0162,87,0,26,17
store_050,P0162,132,0,39,26
store_001,P0163,10,0,3,2
store_002,P0163,90,2,27,18
store_003,P0163,60,15,18,12
store_006,P0163,11,0,3,2
store_007,P0163,135,0,40,27
store_008,P0163,41,20,12,8
store_009,P0163,113,17,33,22
store_010,P0163,23,34,6,4
store_013,P0163,55,0,16,11
store_014,P0163,60,10,18,12
store_015,P0163,20,0,6,4
store_016,P0163,38,0,11,7
store_017,P0163,166,0,49,33
store_018,P0163,69,0,20,13
store_020,P0163,138,0,41,27
store_023,P0163,51,0,15,10
store_024,P0163,13,0,3,2
store_026,P0163,141,0,42,28
store_027,P0163,5,37,1,1
store_028,P0163,8,2,2,1
store_030,P0163,28,0,8,5
store_032,P0163,32,0,9,6
store_035,P0163,173,9,51,34
store_038,P0163,48,0,14,9
store_039,P0163,31,0,9,6
store_040,P0163,12,0,3,2
store_041,P0163,158,20,47,31
store_042,P0163,27,0,8,5
store_043,P0163,80,8,24,16
store_044,P0163,47,13,14,9
store_045,P0163,8,0,2,1
store_046,P0163,18,0,5,3
store_047,P0163,108,4,32,21
store_048,P0163,14,0,4,2
store_049,P0163,35,21,10,7
store_050,P0163,100,0,30,20
store_001,P0164,67,0,20,13
store_002,P0164,13,0,3,2
store_003,P0164,85,0,25,17
store_004,P0164,21,0,6,4
store_008,P0164,27,0,8,5
store_009,P0164,223,0,66,44
store_010,P0164,55,46,16,11
store_011,P0164,58,0,17,11
store_012,P0164,56,0,16,11
store_014,P0164,123,0,36,24
store_015,P0164,149,0,44,29
store_016,P0164,184,0,55,36
store_018,P0164,79,0,23,15
store_019,P0164,15,34,4,3
store_020,P0164,76,37,22,15
store_021,P0164,31,44,9,6
store_022,P0164,177,0,53,35
store_023,P0164,49,23,14,9
store_024,P0164,124,0,37,24
store_025,P0164,52,0,15,10
store_026,P0164,40,44,12,8
store_027,P0164,5,0,1,1
store_029,P0164,101,0,30,20
store_030,P0164,16,0,4,3
store_031,P0164,102,8,30,20
store_032,P0164,17,0,5,3
store_033,P0164,28,0,8,5
store_034,P0164,61,0,18,12
store_035,P0164,26,0,7,5
store_036,P0164,27,0,8,5
store_038,P0164,197,0,59,39
store_040,P0164,15,17,4,3
store_042,P0164,206,23,61,41
store_043,P0164,193,0,57,38
store_045,P0164,85,17,25,17
store_046,P0164,70,0,21,14
store_048,P0164,63,0,18,12
store_050,P0164,52,0,15,10
store_001,P0165,47,0,14,9
store_002,P0165,7,1,2,1
store_003,P0165,14,32,4,2
store_005,P0165,104,26,31,20
store_006,P0165,155,0,46,31
store_007,P0165,190,9,57,38
store_009,P0165,13,0,3,2
store_011,P0165,100,5,30,20
store_015,P0165,110,0,33,22
store_016,P0165,20,0,6,4
store_017,P0165,59,17,17,11
store_019,P0165,61,32,18,12
store_021,P0165,7,18,2,1
store_023,P0165,130,23,39,26
store_025,P0165,13,40,3,2
store_026,P0165,221,28,66,44
store_028,P0165,200,2,60,40
store_029,P0165,66,0,19,13
store_030,P0165,150,0,45,30
store_031,P0165,58,0,17,11
store_032,P0165,6,0,1,1
store_035,P0165,25,27,7,5
store_036,P0165,71,0,21,14
store_037,P0165,147,0,44,29
store_039,P0165,175,10,52,35
store_040,P0165,79,0,23,15
store_041,P0165,43,0,12,8
store_042,P0165,56,5,16,11
store_045,P0165,85,0,25,17
store_046,P0165,96,0,28,19
store_047,P0165,32,33,9,6
store_048,P0165,50,0,15,10
store_049,P0165,68,0,20,13
store_050,P0165,32,0,9,6
store_001,P0166,49,0,14,9
store_003,P0166,55,17,16,11
store_005,P0166,8,47,2,1
store_007,P0166,45,0,13,9
store_009,P0166,51,0,15,10
store_010,P0166,44,0,13,8
store_011,P0166,59,0,17,11
store_013,P0166,30,0,9,6
store_015,P0166,16,0,4,3
store_016,P0166,77,46,23,15
store_019,P0166,7,16,2,1
store_020,P0166,31,11,9,6
store_021,P0166,46,0,13,9
store_022,P0166,123,23,36,24
store_023,P0166,82,0,24,16
store_024,P0166,33,19,9,6
store_026,P0166,145,29,43,29
store_028,P0166,79,0,23,15
store_029,P0166,50,0,15,10
store_030,P0166,34,0,10,6
store_031,P0166,60,0,18,12
store_032,P0166,32,0,9,6
store_034,P0166,57,0,17,11
store_035,P0166,212,0,63,42
store_036,P0166,151,32,45,30
store_038,P0166,121,0,36,24
store_039,P0166,90,0,27,18
store_040,P0166,21,0,6,4
store_041,P0166,38,0,11,7
store_043,P0166,107,0,32,21
store_046,P0166,89,0,26,17
store_048,P0166,72,26,21,14
store_050,P0166,27,37,8,5
store_001,P0167,53,0,15,10
store_003,P0167,53,0,15,10
store_005,P0167,99,0,29,19
store_007,P0167,91,0,27,18
store_009,P0167,107,0,32,21
store_011,P0167,56,0,16,11
store_013,P0167,199,20,59,39
store_014,P0167,72,0,21,14
store_016,P0167,273,0,81,54
store_020,P0167,18,0,5,3
store_021,P0167,84,0,25,16
store_022,P0167,212,0,63,42
store_024,P0167,115,48,34,23
store_028,P0167,41,9,12,8
store_030,P0167,193,23,57,38
store_032,P0167,81,0,24,16
store_033,P0167,80,35,24,16
store_035,P0167,56,0,16,11
store_037,P0167,10,0,3,2
store_039,P0167,197,0,59,39
store_040,P0167,28,0,8,5
store_041,P0167,134,19,40,26
store_043,P0167,152,0,45,30
store_044,P0167,107,0,32,21
store_046,P0167,16,37,4,3
store_047,P0167,67,0,20,13
store_048,P0167,164,0,49,32
store_049,P0167,51,6,15,10
store_050,P0167,141,0,42,28
store_001,P0168,26,0,7,5
store_002,P0168,104,42,31,20
store_003,P0168,11,0,3,2
store_004,P0168,67,0,20,13
store_005,P0168,86,12,25,17
store_007,P0168,36,0,10,7
store_008,P0168,143,4,42,28
store_009,P0168,110,40,33,22
store_011,P0168,28,0,8,5
store_012,P0168,46,0,13,9
store_013,P0168,66,38,19,13
store_015,P0168,43,0,12,8
store_016,P0168,65,0,19,13
store_017,P0168,58,0,17,11
store_019,P0168,70,0,21,14
store_021,P0168,15,33,4,3
store_022,P0168,104,0,31,20
store_023,P0168,81,0,24,16
store_024,P0168,104,24,31,20
store_025,P0168,82,0,24,16
store_026,P0168,35,0,10,7
store_027,P0168,185,0,55,37
store_028,P0168,179,0,53,35
store_029,P0168,47,0,14,9
store_030,P0168,93,0,27,18
store_031,P0168,94,0,28,18
store_032,P0168,62,0,18,12
store_033,P0168,99,0,29,19
store_035,P0168,103,0,30,20
store_036,P0168,158,0,47,31
store_037,P0168,95,0,28,19
store_038,P0168,145,0,43,29
store_039,P0168,109,0,32,21
store_041,P0168,50,0,15,10
store_045,P0168,99,0,29,19
store_046,P0168,12,0,3,2
store_047,P0168,136,0,40,27
store_048,P0168,108,0,32,21
store_049,P0168,88,0,26,17
store_050,P0168,259,41,77,51
store_001,P0169,76,33,22,15
store_002,P0169,50,0,15,10
store_003,P0169,6,0,1,1
store_004,P0169,110,0,33,22
store_005,P0169,33,0,9,6
store_007,P0169,110,0,33,22
store_008,P0169,157,8,47,31
store_010,P0169,33,0,9,6
store_012,P0169,70,0,21,14
store_013,P0169,121,0,36,24
store_014,P0169,197,0,59,39
store_015,P0169,93,0,27,18
store_016,P0169,98,39,29,19
